lr;epoch;iteration;global_iteration
1.4572490706319705e-05;0;196;196
1.4646840148698887e-05;0;197;197
1.4721189591078068e-05;0;198;198
1.4795539033457252e-05;0;199;199
1.4869888475836432e-05;0;200;200
1.4944237918215614e-05;0;201;201
1.5018587360594797e-05;0;202;202
1.5092936802973979e-05;0;203;203
1.516728624535316e-05;0;204;204
1.5241635687732344e-05;0;205;205
1.5315985130111524e-05;0;206;206
1.5390334572490708e-05;0;207;207
1.546468401486989e-05;0;208;208
1.553903345724907e-05;0;209;209
1.5613382899628255e-05;0;210;210
1.5687732342007435e-05;0;211;211
1.5762081784386618e-05;0;212;212
1.5836431226765802e-05;0;213;213
1.5910780669144982e-05;0;214;214
1.5985130111524165e-05;0;215;215
1.605947955390335e-05;0;216;216
1.613382899628253e-05;0;217;217
1.620817843866171e-05;0;218;218
1.6282527881040892e-05;0;219;219
1.6356877323420076e-05;0;220;220
1.6431226765799256e-05;0;221;221
1.650557620817844e-05;0;222;222
1.6579925650557623e-05;0;223;223
1.6654275092936803e-05;0;224;224
1.6728624535315986e-05;0;225;225
1.680297397769517e-05;0;226;226
1.6877323420074353e-05;0;227;227
1.6951672862453533e-05;0;228;228
1.7026022304832714e-05;0;229;229
1.7100371747211897e-05;0;230;230
1.717472118959108e-05;0;231;231
1.724907063197026e-05;0;232;232
1.7323420074349444e-05;0;233;233
1.7397769516728628e-05;0;234;234
1.7472118959107808e-05;0;235;235
1.754646840148699e-05;0;236;236
1.762081784386617e-05;0;237;237
1.7695167286245355e-05;0;238;238
1.7769516728624535e-05;0;239;239
1.7843866171003718e-05;0;240;240
1.79182156133829e-05;0;241;241
1.7992565055762082e-05;0;242;242
1.8066914498141265e-05;0;243;243
1.814126394052045e-05;0;244;244
1.8215613382899632e-05;0;245;245
1.8289962825278812e-05;0;246;246
1.8364312267657992e-05;0;247;247
1.8438661710037176e-05;0;248;248
1.851301115241636e-05;0;249;249
1.858736059479554e-05;0;250;250
1.8661710037174723e-05;0;251;251
1.8736059479553906e-05;0;252;252
1.8810408921933086e-05;0;253;253
1.888475836431227e-05;0;254;254
1.8959107806691453e-05;0;255;255
1.9033457249070633e-05;0;256;256
1.9107806691449814e-05;0;257;257
1.9182156133828997e-05;0;258;258
1.925650557620818e-05;0;259;259
1.933085501858736e-05;0;260;260
1.9405204460966544e-05;0;261;261
1.9479553903345727e-05;0;262;262
1.955390334572491e-05;0;263;263
1.962825278810409e-05;0;264;264
1.970260223048327e-05;0;265;265
1.9776951672862455e-05;0;266;266
1.9851301115241638e-05;0;267;267
1.9925650557620818e-05;0;268;268
2e-05;0;269;269
2.0074349442379182e-05;1;1;270
2.0148698884758365e-05;1;2;271
2.0223048327137545e-05;1;3;272
2.0297397769516732e-05;1;4;273
2.0371747211895912e-05;1;5;274
2.0446096654275096e-05;1;6;275
2.0520446096654276e-05;1;7;276
2.059479553903346e-05;1;8;277
2.0669144981412643e-05;1;9;278
2.0743494423791823e-05;1;10;279
2.0817843866171006e-05;1;11;280
2.0892193308550186e-05;1;12;281
2.096654275092937e-05;1;13;282
2.104089219330855e-05;1;14;283
2.1115241635687737e-05;1;15;284
2.1189591078066917e-05;1;16;285
2.12639405204461e-05;1;17;286
2.133828996282528e-05;1;18;287
2.141263940520446e-05;1;19;288
2.1486988847583644e-05;1;20;289
2.1561338289962824e-05;1;21;290
2.163568773234201e-05;1;22;291
2.171003717472119e-05;1;23;292
2.1784386617100374e-05;1;24;293
2.1858736059479555e-05;1;25;294
2.1933085501858738e-05;1;26;295
2.200743494423792e-05;1;27;296
2.20817843866171e-05;1;28;297
2.2156133828996285e-05;1;29;298
2.2230483271375465e-05;1;30;299
2.230483271375465e-05;1;31;300
2.237918215613383e-05;1;32;301
2.2453531598513016e-05;1;33;302
2.2527881040892196e-05;1;34;303
2.260223048327138e-05;1;35;304
2.267657992565056e-05;1;36;305
2.2750929368029743e-05;1;37;306
2.2825278810408923e-05;1;38;307
2.2899628252788103e-05;1;39;308
2.297397769516729e-05;1;40;309
2.304832713754647e-05;1;41;310
2.3122676579925653e-05;1;42;311
2.3197026022304833e-05;1;43;312
2.3271375464684017e-05;1;44;313
2.33457249070632e-05;1;45;314
2.3420074349442384e-05;1;46;315
2.3494423791821564e-05;1;47;316
2.3568773234200744e-05;1;48;317
2.3643122676579927e-05;1;49;318
2.3717472118959107e-05;1;50;319
2.3791821561338294e-05;1;51;320
2.3866171003717474e-05;1;52;321
2.3940520446096658e-05;1;53;322
2.4014869888475838e-05;1;54;323
2.408921933085502e-05;1;55;324
2.41635687732342e-05;1;56;325
2.423791821561338e-05;1;57;326
2.431226765799257e-05;1;58;327
2.438661710037175e-05;1;59;328
2.4460966542750932e-05;1;60;329
2.4535315985130112e-05;1;61;330
2.4609665427509296e-05;1;62;331
2.468401486988848e-05;1;63;332
2.4758364312267663e-05;1;64;333
2.4832713754646843e-05;1;65;334
2.4907063197026023e-05;1;66;335
2.4981412639405206e-05;1;67;336
2.5055762081784386e-05;1;68;337
2.5130111524163573e-05;1;69;338
2.5204460966542753e-05;1;70;339
2.5278810408921937e-05;1;71;340
2.5353159851301117e-05;1;72;341
2.54275092936803e-05;1;73;342
2.550185873605948e-05;1;74;343
2.557620817843866e-05;1;75;344
2.5650557620817847e-05;1;76;345
2.5724907063197027e-05;1;77;346
2.579925650557621e-05;1;78;347
2.587360594795539e-05;1;79;348
2.5947955390334574e-05;1;80;349
2.6022304832713758e-05;1;81;350
2.609665427509294e-05;1;82;351
2.617100371747212e-05;1;83;352
2.62453531598513e-05;1;84;353
2.6319702602230485e-05;1;85;354
2.6394052044609665e-05;1;86;355
2.6468401486988852e-05;1;87;356
2.6542750929368032e-05;1;88;357
2.6617100371747215e-05;1;89;358
2.6691449814126396e-05;1;90;359
2.676579925650558e-05;1;91;360
2.684014869888476e-05;1;92;361
2.691449814126394e-05;1;93;362
2.6988847583643126e-05;1;94;363
2.7063197026022306e-05;1;95;364
2.713754646840149e-05;1;96;365
2.721189591078067e-05;1;97;366
2.7286245353159853e-05;1;98;367
2.7360594795539037e-05;1;99;368
2.743494423791822e-05;1;100;369
2.75092936802974e-05;1;101;370
2.7583643122676584e-05;1;102;371
2.7657992565055764e-05;1;103;372
2.7732342007434944e-05;1;104;373
2.780669144981413e-05;1;105;374
2.788104089219331e-05;1;106;375
2.7955390334572494e-05;1;107;376
2.8029739776951674e-05;1;108;377
2.8104089219330858e-05;1;109;378
2.8178438661710038e-05;1;110;379
2.8252788104089225e-05;1;111;380
2.8327137546468405e-05;1;112;381
2.8401486988847585e-05;1;113;382
2.847583643122677e-05;1;114;383
2.855018587360595e-05;1;115;384
2.8624535315985132e-05;1;116;385
2.8698884758364315e-05;1;117;386
2.87732342007435e-05;1;118;387
2.884758364312268e-05;1;119;388
2.8921933085501862e-05;1;120;389
2.8996282527881043e-05;1;121;390
2.9070631970260223e-05;1;122;391
2.914498141263941e-05;1;123;392
2.921933085501859e-05;1;124;393
2.9293680297397773e-05;1;125;394
2.9368029739776953e-05;1;126;395
2.9442379182156137e-05;1;127;396
2.9516728624535317e-05;1;128;397
2.9591078066914504e-05;1;129;398
2.9665427509293684e-05;1;130;399
2.9739776951672864e-05;1;131;400
2.9814126394052047e-05;1;132;401
2.9888475836431227e-05;1;133;402
2.996282527881041e-05;1;134;403
3.0037174721189594e-05;1;135;404
3.0111524163568778e-05;1;136;405
3.0185873605947958e-05;1;137;406
3.026022304832714e-05;1;138;407
3.033457249070632e-05;1;139;408
3.04089219330855e-05;1;140;409
3.0483271375464688e-05;1;141;410
3.055762081784387e-05;1;142;411
3.063197026022305e-05;1;143;412
3.0706319702602235e-05;1;144;413
3.0780669144981415e-05;1;145;414
3.0855018587360595e-05;1;146;415
3.092936802973978e-05;1;147;416
3.100371747211896e-05;1;148;417
3.107806691449814e-05;1;149;418
3.115241635687733e-05;1;150;419
3.122676579925651e-05;1;151;420
3.130111524163569e-05;1;152;421
3.137546468401487e-05;1;153;422
3.1449814126394056e-05;1;154;423
3.1524163568773237e-05;1;155;424
3.159851301115242e-05;1;156;425
3.1672862453531603e-05;1;157;426
3.1747211895910784e-05;1;158;427
3.1821561338289964e-05;1;159;428
3.1895910780669144e-05;1;160;429
3.197026022304833e-05;1;161;430
3.204460966542751e-05;1;162;431
3.21189591078067e-05;1;163;432
3.219330855018588e-05;1;164;433
3.226765799256506e-05;1;165;434
3.234200743494424e-05;1;166;435
3.241635687732342e-05;1;167;436
3.2490706319702605e-05;1;168;437
3.2565055762081785e-05;1;169;438
3.263940520446097e-05;1;170;439
3.271375464684015e-05;1;171;440
3.278810408921933e-05;1;172;441
3.286245353159851e-05;1;173;442
3.29368029739777e-05;1;174;443
3.301115241635688e-05;1;175;444
3.3085501858736066e-05;1;176;445
3.3159851301115246e-05;1;177;446
3.3234200743494426e-05;1;178;447
3.3308550185873606e-05;1;179;448
3.338289962825279e-05;1;180;449
3.345724907063197e-05;1;181;450
3.353159851301115e-05;1;182;451
3.360594795539034e-05;1;183;452
3.368029739776952e-05;1;184;453
3.375464684014871e-05;1;185;454
3.382899628252789e-05;1;186;455
3.390334572490707e-05;1;187;456
3.397769516728625e-05;1;188;457
3.405204460966543e-05;1;189;458
3.4126394052044614e-05;1;190;459
3.4200743494423794e-05;1;191;460
3.427509293680298e-05;1;192;461
3.434944237918216e-05;1;193;462
3.442379182156134e-05;1;194;463
3.449814126394052e-05;1;195;464
3.45724907063197e-05;1;196;465
3.464684014869889e-05;1;197;466
3.472118959107807e-05;1;198;467
3.4795539033457255e-05;1;199;468
3.4869888475836435e-05;1;200;469
3.4944237918215615e-05;1;201;470
3.5018587360594795e-05;1;202;471
3.509293680297398e-05;1;203;472
3.516728624535316e-05;1;204;473
3.524163568773234e-05;1;205;474
3.531598513011153e-05;1;206;475
3.539033457249071e-05;1;207;476
3.546468401486989e-05;1;208;477
3.553903345724907e-05;1;209;478
3.5613382899628256e-05;1;210;479
3.5687732342007436e-05;1;211;480
3.576208178438662e-05;1;212;481
3.58364312267658e-05;1;213;482
3.5910780669144983e-05;1;214;483
3.5985130111524164e-05;1;215;484
3.605947955390335e-05;1;216;485
3.613382899628253e-05;1;217;486
3.620817843866171e-05;1;218;487
3.62825278810409e-05;1;219;488
3.635687732342008e-05;1;220;489
3.6431226765799264e-05;1;221;490
3.6505576208178444e-05;1;222;491
3.6579925650557625e-05;1;223;492
3.6654275092936805e-05;1;224;493
3.6728624535315985e-05;1;225;494
3.680297397769517e-05;1;226;495
3.687732342007435e-05;1;227;496
3.695167286245354e-05;1;228;497
3.702602230483272e-05;1;229;498
3.71003717472119e-05;1;230;499
3.717472118959108e-05;1;231;500
3.724907063197026e-05;1;232;501
3.7323420074349446e-05;1;233;502
3.7397769516728626e-05;1;234;503
3.747211895910781e-05;1;235;504
3.754646840148699e-05;1;236;505
3.762081784386617e-05;1;237;506
3.769516728624535e-05;1;238;507
3.776951672862454e-05;1;239;508
3.784386617100372e-05;1;240;509
3.791821561338291e-05;1;241;510
3.799256505576209e-05;1;242;511
3.806691449814127e-05;1;243;512
3.814126394052045e-05;1;244;513
3.821561338289963e-05;1;245;514
3.8289962825278814e-05;1;246;515
3.8364312267657994e-05;1;247;516
3.843866171003718e-05;1;248;517
3.851301115241636e-05;1;249;518
3.858736059479554e-05;1;250;519
3.866171003717472e-05;1;251;520
3.873605947955391e-05;1;252;521
3.881040892193309e-05;1;253;522
3.888475836431227e-05;1;254;523
3.8959107806691455e-05;1;255;524
3.9033457249070635e-05;1;256;525
3.910780669144982e-05;1;257;526
3.9182156133829e-05;1;258;527
3.925650557620818e-05;1;259;528
3.933085501858736e-05;1;260;529
3.940520446096654e-05;1;261;530
3.947955390334573e-05;1;262;531
3.955390334572491e-05;1;263;532
3.9628252788104096e-05;1;264;533
3.9702602230483276e-05;1;265;534
3.9776951672862456e-05;1;266;535
3.9851301115241636e-05;1;267;536
3.992565055762082e-05;1;268;537
4e-05;1;269;538
3.999173895084676e-05;2;1;539
3.998347790169352e-05;2;2;540
3.9975216852540274e-05;2;3;541
3.9966955803387036e-05;2;4;542
3.995869475423379e-05;2;5;543
3.9950433705080545e-05;2;6;544
3.994217265592731e-05;2;7;545
3.993391160677406e-05;2;8;546
3.992565055762082e-05;2;9;547
3.991738950846758e-05;2;10;548
3.990912845931433e-05;2;11;549
3.9900867410161094e-05;2;12;550
3.989260636100785e-05;2;13;551
3.988434531185461e-05;2;14;552
3.9876084262701365e-05;2;15;553
3.986782321354812e-05;2;16;554
3.985956216439488e-05;2;17;555
3.9851301115241636e-05;2;18;556
3.98430400660884e-05;2;19;557
3.983477901693515e-05;2;20;558
3.982651796778191e-05;2;21;559
3.981825691862867e-05;2;22;560
3.9809995869475424e-05;2;23;561
3.9801734820322185e-05;2;24;562
3.979347377116894e-05;2;25;563
3.9785212722015695e-05;2;26;564
3.9776951672862456e-05;2;27;565
3.976869062370921e-05;2;28;566
3.976042957455597e-05;2;29;567
3.975216852540273e-05;2;30;568
3.974390747624949e-05;2;31;569
3.9735646427096244e-05;2;32;570
3.9727385377943005e-05;2;33;571
3.971912432878976e-05;2;34;572
3.9710863279636515e-05;2;35;573
3.9702602230483276e-05;2;36;574
3.969434118133003e-05;2;37;575
3.968608013217679e-05;2;38;576
3.967781908302355e-05;2;39;577
3.966955803387031e-05;2;40;578
3.9661296984717063e-05;2;41;579
3.9653035935563825e-05;2;42;580
3.964477488641058e-05;2;43;581
3.9636513837257335e-05;2;44;582
3.9628252788104096e-05;2;45;583
3.961999173895085e-05;2;46;584
3.961173068979761e-05;2;47;585
3.960346964064437e-05;2;48;586
3.959520859149112e-05;2;49;587
3.9586947542337883e-05;2;50;588
3.957868649318464e-05;2;51;589
3.95704254440314e-05;2;52;590
3.9562164394878154e-05;2;53;591
3.955390334572491e-05;2;54;592
3.954564229657167e-05;2;55;593
3.9537381247418426e-05;2;56;594
3.952912019826519e-05;2;57;595
3.952085914911194e-05;2;58;596
3.9512598099958697e-05;2;59;597
3.950433705080546e-05;2;60;598
3.949607600165221e-05;2;61;599
3.948781495249897e-05;2;62;600
3.947955390334573e-05;2;63;601
3.9471292854192484e-05;2;64;602
3.9463031805039245e-05;2;65;603
3.9454770755886e-05;2;66;604
3.9446509706732755e-05;2;67;605
3.9438248657579516e-05;2;68;606
3.942998760842627e-05;2;69;607
3.942172655927303e-05;2;70;608
3.941346551011979e-05;2;71;609
3.940520446096654e-05;2;72;610
3.9396943411813304e-05;2;73;611
3.938868236266006e-05;2;74;612
3.938042131350682e-05;2;75;613
3.9372160264353575e-05;2;76;614
3.936389921520033e-05;2;77;615
3.935563816604709e-05;2;78;616
3.9347377116893846e-05;2;79;617
3.933911606774061e-05;2;80;618
3.933085501858736e-05;2;81;619
3.932259396943412e-05;2;82;620
3.931433292028088e-05;2;83;621
3.930607187112763e-05;2;84;622
3.9297810821974395e-05;2;85;623
3.928954977282115e-05;2;86;624
3.9281288723667904e-05;2;87;625
3.9273027674514666e-05;2;88;626
3.926476662536142e-05;2;89;627
3.925650557620818e-05;2;90;628
3.924824452705494e-05;2;91;629
3.92399834779017e-05;2;92;630
3.923172242874845e-05;2;93;631
3.922346137959521e-05;2;94;632
3.921520033044197e-05;2;95;633
3.9206939281288724e-05;2;96;634
3.9198678232135486e-05;2;97;635
3.919041718298224e-05;2;98;636
3.9182156133829e-05;2;99;637
3.917389508467576e-05;2;100;638
3.916563403552252e-05;2;101;639
3.915737298636927e-05;2;102;640
3.914911193721603e-05;2;103;641
3.914085088806279e-05;2;104;642
3.9132589838909544e-05;2;105;643
3.9124328789756306e-05;2;106;644
3.911606774060306e-05;2;107;645
3.910780669144982e-05;2;108;646
3.909954564229658e-05;2;109;647
3.909128459314333e-05;2;110;648
3.908302354399009e-05;2;111;649
3.907476249483685e-05;2;112;650
3.906650144568361e-05;2;113;651
3.9058240396530364e-05;2;114;652
3.904997934737712e-05;2;115;653
3.904171829822388e-05;2;116;654
3.9033457249070635e-05;2;117;655
3.9025196199917397e-05;2;118;656
3.901693515076415e-05;2;119;657
3.9008674101610906e-05;2;120;658
3.900041305245767e-05;2;121;659
3.899215200330442e-05;2;122;660
3.8983890954151184e-05;2;123;661
3.897562990499794e-05;2;124;662
3.8967368855844693e-05;2;125;663
3.8959107806691455e-05;2;126;664
3.895084675753821e-05;2;127;665
3.894258570838497e-05;2;128;666
3.8934324659231726e-05;2;129;667
3.892606361007848e-05;2;130;668
3.891780256092524e-05;2;131;669
3.8909541511772e-05;2;132;670
3.890128046261876e-05;2;133;671
3.889301941346551e-05;2;134;672
3.888475836431227e-05;2;135;673
3.887649731515903e-05;2;136;674
3.8868236266005784e-05;2;137;675
3.885997521685254e-05;2;138;676
3.88517141676993e-05;2;139;677
3.8843453118546055e-05;2;140;678
3.883519206939282e-05;2;141;679
3.882693102023957e-05;2;142;680
3.8818669971086327e-05;2;143;681
3.881040892193309e-05;2;144;682
3.880214787277984e-05;2;145;683
3.8793886823626604e-05;2;146;684
3.878562577447336e-05;2;147;685
3.8777364725320114e-05;2;148;686
3.8769103676166875e-05;2;149;687
3.876084262701363e-05;2;150;688
3.875258157786039e-05;2;151;689
3.8744320528707146e-05;2;152;690
3.873605947955391e-05;2;153;691
3.872779843040066e-05;2;154;692
3.871953738124742e-05;2;155;693
3.871127633209418e-05;2;156;694
3.8703015282940934e-05;2;157;695
3.8694754233787695e-05;2;158;696
3.868649318463445e-05;2;159;697
3.867823213548121e-05;2;160;698
3.8669971086327966e-05;2;161;699
3.866171003717472e-05;2;162;700
3.865344898802148e-05;2;163;701
3.864518793886824e-05;2;164;702
3.8636926889715e-05;2;165;703
3.8628665840561754e-05;2;166;704
3.8620404791408515e-05;2;167;705
3.861214374225527e-05;2;168;706
3.860388269310203e-05;2;169;707
3.8595621643948786e-05;2;170;708
3.858736059479554e-05;2;171;709
3.85790995456423e-05;2;172;710
3.857083849648906e-05;2;173;711
3.856257744733582e-05;2;174;712
3.8554316398182574e-05;2;175;713
3.854605534902933e-05;2;176;714
3.853779429987609e-05;2;177;715
3.8529533250722845e-05;2;178;716
3.8521272201569606e-05;2;179;717
3.851301115241636e-05;2;180;718
3.8504750103263116e-05;2;181;719
3.849648905410988e-05;2;182;720
3.848822800495663e-05;2;183;721
3.8479966955803394e-05;2;184;722
3.847170590665015e-05;2;185;723
3.84634448574969e-05;2;186;724
3.8455183808343665e-05;2;187;725
3.844692275919042e-05;2;188;726
3.843866171003718e-05;2;189;727
3.8430400660883936e-05;2;190;728
3.842213961173069e-05;2;191;729
3.841387856257745e-05;2;192;730
3.840561751342421e-05;2;193;731
3.839735646427097e-05;2;194;732
3.838909541511772e-05;2;195;733
3.838083436596448e-05;2;196;734
3.837257331681124e-05;2;197;735
3.8364312267657994e-05;2;198;736
3.8356051218504756e-05;2;199;737
3.834779016935151e-05;2;200;738
3.8339529120198265e-05;2;201;739
3.8331268071045027e-05;2;202;740
3.832300702189178e-05;2;203;741
3.831474597273854e-05;2;204;742
3.83064849235853e-05;2;205;743
3.829822387443205e-05;2;206;744
3.8289962825278814e-05;2;207;745
3.828170177612557e-05;2;208;746
3.827344072697233e-05;2;209;747
3.8265179677819085e-05;2;210;748
3.825691862866584e-05;2;211;749
3.82486575795126e-05;2;212;750
3.8240396530359356e-05;2;213;751
3.823213548120612e-05;2;214;752
3.822387443205287e-05;2;215;753
3.821561338289963e-05;2;216;754
3.820735233374639e-05;2;217;755
3.819909128459314e-05;2;218;756
3.8190830235439905e-05;2;219;757
3.818256918628666e-05;2;220;758
3.817430813713342e-05;2;221;759
3.8166047087980176e-05;2;222;760
3.815778603882693e-05;2;223;761
3.814952498967369e-05;2;224;762
3.814126394052045e-05;2;225;763
3.813300289136721e-05;2;226;764
3.812474184221396e-05;2;227;765
3.8116480793060725e-05;2;228;766
3.810821974390748e-05;2;229;767
3.809995869475424e-05;2;230;768
3.8091697645600996e-05;2;231;769
3.808343659644775e-05;2;232;770
3.807517554729451e-05;2;233;771
3.806691449814127e-05;2;234;772
3.805865344898803e-05;2;235;773
3.805039239983478e-05;2;236;774
3.8042131350681545e-05;2;237;775
3.80338703015283e-05;2;238;776
3.8025609252375054e-05;2;239;777
3.8017348203221816e-05;2;240;778
3.800908715406857e-05;2;241;779
3.800082610491533e-05;2;242;780
3.799256505576209e-05;2;243;781
3.798430400660884e-05;2;244;782
3.79760429574556e-05;2;245;783
3.796778190830236e-05;2;246;784
3.795952085914912e-05;2;247;785
3.7951259809995874e-05;2;248;786
3.794299876084263e-05;2;249;787
3.793473771168939e-05;2;250;788
3.7926476662536145e-05;2;251;789
3.791821561338291e-05;2;252;790
3.790995456422966e-05;2;253;791
3.7901693515076416e-05;2;254;792
3.789343246592318e-05;2;255;793
3.788517141676993e-05;2;256;794
3.787691036761669e-05;2;257;795
3.786864931846345e-05;2;258;796
3.7860388269310204e-05;2;259;797
3.7852127220156965e-05;2;260;798
3.784386617100372e-05;2;261;799
3.7835605121850475e-05;2;262;800
3.7827344072697236e-05;2;263;801
