special_token_size	1
token_size	2912
singleton_size	1636
singleton_max_count	1
893	roti	2
894	bottles	2
895	fusion	2
896	third	2
897	hear	2
898	st.	2
899	bart	2
900	rock	2
901	boths	2
902	hall	2
903	williamsburg	2
904	surprising	2
905	dancing	2
906	organic	2
907	serves	2
908	inventive	2
909	banana	2
910	outrageously	2
911	start	2
912	listed	2
913	italy	2
914	country	2
915	pie	2
916	uws	2
917	strike	2
918	grab	2
919	ceiling	2
920	sleek	2
921	pizzas	2
922	lasagna	2
923	entertainment	2
924	knows	2
925	bass	2
926	furthermore	2
927	wong	2
928	mussels	2
929	matter	2
930	quiet	2
931	stand	2
932	points	2
933	beers	2
934	pub	2
935	tapas	2
936	devoured	2
937	loud	2
938	let	2
939	choose	2
940	braised	2
941	maitre	2
942	d	2
943	honestly	2
944	lives	2
945	miss	2
946	bloom	2
947	rest	2
948	chinatown	2
949	standards	2
950	attention	2
951	future	2
952	raymond	2
953	seasons	2
954	mom	2
955	mother	2
956	five	2
957	star	2
958	promptly	2
959	dokebi	2
960	thinks	2
961	korean	2
962	lettuce	2
963	clearly	2
964	skin	2
965	dissappointed	2
966	arrogant	2
967	cuisine	2
968	seriously	2
969	comes	2
970	pastrami	2
971	various	2
972	gyro	2
973	wasted	2
974	perfection	2
975	art	2
976	hungry	2
977	introduced	2
978	patient	2
979	phenomenal	2
980	picked	2
981	terms	2
982	beautifully	2
983	horrid	2
984	per	2
985	pita	2
986	octopus	2
987	plain	2
988	wood	2
989	spend	2
990	yellowtail	2
991	mess	2
992	easily	2
993	otherwise	2
994	stone	2
995	bowl	2
996	close	2
997	tiramisu	2
998	finishing	2
999	son	2
1000	fiance	2
1001	toons	2
1002	throughout	2
1003	homemade	2
1004	buffet	2
1005	dine	2
1006	wise	2
1007	undercooked	2
1008	refreshing	2
1009	reviewer	2
1010	whom	2
1011	stale	2
1012	congee	2
1013	whole	2
1014	truly	2
1015	noir	2
1016	importantly	2
1017	guy	2
1018	him	2
1019	paris	2
1020	cheeses	2
1021	park	2
1022	1st	2
1023	original	2
1024	second	2
1025	combinations	2
1026	quantity	2
1027	impress	2
1028	terrace	2
1029	endless	2
1030	burgers	2
1031	fell	2
1032	upscale	2
1033	100	2
1034	used	2
1035	host	2
1036	treated	2
1037	sauces	2
1038	spaghetti	2
1039	sizes	2
1040	resturant	2
1041	500	2
1042	souvlaki	2
1043	somehow	2
1044	%	2
1045	moderately	2
1046	edamame	2
1047	sausages	2
1048	salt	2
1049	in-house	2
1050	dj	2
1051	requests	2
1052	inconsistent	2
1053	sadly	2
1054	spots	2
1055	bargain	2
1056	inexpensive	2
1057	shabu-shabu	2
1058	somewhat	2
1059	wooden	2
1060	peaceful	2
1061	common	2
1062	seem	2
1063	tips	2
1064	desert	2
1065	roe	2
1066	name	2
1067	mine	2
1068	buttery	2
1069	inviting	2
1070	orange	2
1071	depending	2
1072	weather	2
1073	opinion	2
1074	stumbled	2
1075	life	2
1076	working	2
1077	tend	2
1078	urchin	2
1079	taiwanese	2
1080	watch	2
1081	dancers	2
1082	feels	2
1083	missing	2
1084	bucks	2
1085	hours	2
1086	8pm	2
1087	curry	2
1088	plentiful	2
1089	looked	2
1090	waiting	2
1091	hit	2
1092	vegetarian	2
1093	selections	2
1094	unattractive	2
1095	buy	2
1096	suggestions	2
1097	eye	2
1098	heard	2
1099	beat	2
1100	bukhara	2
1101	others	2
1102	reputation	2
1103	design	2
1104	backyard	2
1105	wedding	2
1106	spreads	2
1107	person	2
1108	system	2
1109	warn	2
1110	..	2
1111	keeps	2
1112	noodles	2
1113	slices	2
1114	roast	2
1115	quaint	2
1116	homey	2
1117	personal	2
1118	7	2
1119	freindly	2
1120	reservations	2
1121	abused	2
1122	until	2
1123	later	2
1124	60	2
1125	gnocchi	2
1126	supermarket	2
1127	vodka	2
1128	along	2
1129	type	2
1130	benedict	2
1131	mirrors	2
1132	class	2
1133	crunchy	2
1134	mention	2
1135	seasoned	2
1136	spices	2
1137	balance	2
1138	walnuts	2
1139	volare	2
1140	adequate	2
1141	oil	2
1142	eats	2
1143	ended	2
1144	saw	2
1145	near	2
1146	looove	2
1147	pizzeria	2
1148	elegant	2
1149	rich	2
1150	overlooked	2
1151	diner	2
1152	care	2
1153	show	2
1154	walking	2
1155	level	2
1156	kids	2
1157	complete	2
1158	incompetent	2
1159	meet	2
1160	smith	2
1161	co-workers	2
1162	delivers	2
1163	offensive	2
1164	indoor	2
1165	word	2
1166	noodle	2
1167	pudding	2
1168	smile	2
1169	plates	2
1170	request	2
1171	owners	2
1172	ashamed	2
1173	wants	2
1174	joke	2
1175	dont	2
1176	martinis	2
1177	hip	2
1178	basic	2
1179	charm	2
1180	yum	2
1181	folks	2
1182	fan	2
1183	friday	2
1184	onions	2
1185	roxy	2
1186	during	2
1187	sides	2
1188	classy	2
1189	8.50	2
1190	pick	2
1191	2nd	2
1192	sample	2
1193	together	2
1194	mussles	2
1195	spent	2
1196	enjoyable	2
1197	gone	2
1198	unusual	2
1199	annoying	2
1200	single	2
1201	thanks	2
1202	1	2
1203	cause	2
1204	juicy	2
1205	plenty	2
1206	seabass	2
1207	become	2
1208	please	2
1209	mouth	2
1210	onion	2
1211	taken	2
1212	band	2
1213	crazy	2
1214	non-existent	2
1215	cakes	2
1216	finally	2
1217	frankly	2
1218	over-priced	2
1219	anywhere	2
1220	counter	2
1221	particular	2
1222	types	2
1223	seasonal	2
1224	creme	2
1225	brulee	2
1226	honey	2
1227	walnut	2
1228	drawback	2
1229	salsa	2
1230	bring	2
1231	staying	2
1232	smoking	2
1233	jellyfish	2
1234	fin	2
1235	masala	2
1236	beans	2
1237	located	2
1238	strip	2
1239	saag	2
1240	paneer	2
1241	korma	2
1242	naan	2
1243	normally	2
1244	financial	2
1245	district	2
1246	mexican	2
1247	burritos	2
1248	enchiladas	2
1249	colorful	2
1250	dinners	2
1251	yogurt	2
1252	olive	2
1253	fruit	2
1254	experienced	2
1255	wow	2
1256	omikase	2
1257	platter	2
1258	decadent	2
1259	unbelievably	2
1260	scrumptious	2
1261	mackeral	2
1262	eel	2
1263	ribbon	2
1264	/	2
1265	positive	2
1266	items	2
1267	dinning	2
1268	dungeness	2
1269	ways	2
1270	presentation	2
1271	delectable	2
1272	thick	2
1273	pepperoni	2
1274	continued	2
1275	butter	2
1276	alaskan	2
1277	winnie	1
1278	2002	1
1279	suggestion	1
1280	kanish	1
1281	attracted	1
1282	dressed	1
1283	prune	1
1284	boring	1
1285	below	1
1286	nonsense	1
1287	balsamic	1
1288	vinegar	1
1289	icecream	1
1290	prime	1
1291	rib	1
1292	yakitori	1
1293	meats	1
1294	owned	1
1295	handled	1
1296	situation	1
1297	poorly	1
1298	weakness	1
1299	pre-sliced	1
1300	miserable	1
1301	england	1
1302	chowder	1
1303	award	1
1304	bisque	1
1305	tradional	1
1306	allowed	1
1307	margheritta	1
1308	ribs	1
1309	luke	1
1310	bbe	1
1311	29	1
1312	sushimi	1
1313	cucumber	1
1314	broke	1
1315	fall	1
1316	dizzy	1
1317	delusional	1
1318	anti-pasta	1
1319	mains	1
1320	ourselves	1
1321	u	1
1322	sodium	1
1323	vinegar-soaked	1
1324	lots	1
1325	inovated	1
1326	cheff	1
1327	cirspy	1
1328	patrons	1
1329	closing	1
1330	stepping	1
1331	unlike	1
1332	no-so-fresh	1
1333	thinly-sliced	1
1334	fall-apart	1
1335	thoroughly	1
1336	imazingly	1
1337	loaded	1
1338	jeckll	1
1339	hydes	1
1340	philly	1
1341	amazin	1
1342	category	1
1343	attended	1
1344	majorly	1
1345	pastries	1
1346	hats	1
1347	provides	1
1348	saves	1
1349	desk	1
1350	pre-theatre	1
1351	after-theatre	1
1352	branzino	1
1353	infused	1
1354	bone	1
1355	step	1
1356	cosette	1
1357	miraculously	1
1358	off-the-beaten	1
1359	path	1
1360	vanison	1
1361	aggressive	1
1362	equally	1
1363	causing	1
1364	throw	1
1365	remainder	1
1366	informed	1
1367	blacklisted	1
1368	vitello	1
1369	alla	1
1370	marsala	1
1371	recommendations	1
1372	17	1
1373	fishy	1
1374	farms	1
1375	fatty	1
1376	lumps	1
1377	spitting	1
1378	napkin	1
1379	sangria	1
1380	muggy	1
1381	coworker	1
1382	everythig	1
1383	it-especially	1
1384	actors	1
1385	accidently	1
1386	pulitzer	1
1387	prize	1
1388	winning	1
1389	play	1
1390	doubt	1
1391	rosa	1
1392	waltzes	1
1393	casually	1
1394	overhyped	1
1395	counted	1
1396	native	1
1397	tristate	1
1398	beginning	1
1399	roth	1
1400	additional	1
1401	curtious	1
1402	regard	1
1403	alone	1
1404	single-handedly	1
1405	solved	1
1406	famine	1
1407	casimir	1
1408	noon	1
1409	acted	1
1410	imposing	1
1411	recommand	1
1412	requesting	1
1413	window	1
1414	frist	1
1415	unusually	1
1416	suggesting	1
1417	helped	1
1418	nasty	1
1419	vibrant	1
1420	eye-pleasing	1
1421	semi-private	1
1422	pleasantly	1
1423	upgraded	1
1424	millenium	1
1425	musts	1
1426	conscious	1
1427	eco	1
1428	adequately	1
1429	proportioned	1
1430	expresso	1
1431	70+	1
1432	30+	1
1433	exception	1
1434	pepper	1
1435	eyes	1
1436	watering	1
1437	rivals	1
1438	blantently	1
1439	unappreciative	1
1440	dessserts	1
1441	eh	1
1442	tho	1
1443	vent	1
1444	un-appetizing	1
1445	kills	1
1446	effort	1
1447	unhappy	1
1448	foods	1
1449	5-8	1
1450	union	1
1451	square	1
1452	additions	1
1453	lasagnas	1
1454	ess-a-bagel	1
1455	sty-town	1
1456	midtown	1
1457	se	1
1458	ew	1
1459	unless	1
1460	tom	1
1461	kha	1
1462	pathetic	1
1463	seasoning	1
1464	ups	1
1465	bombay	1
1466	soon	1
1467	comp	1
1468	whether	1
1469	ofr	1
1470	knuckles	1
1471	usha	1
1472	dragon	1
1473	stocked	1
1474	yuka	1
1475	amma	1
1476	beaten	1
1477	thougt	1
1478	anniversary	1
1479	potatos	1
1480	impecable	1
1481	horrified	1
1482	turning	1
1483	rudely	1
1484	mare	1
1485	uni	1
1486	heaven	1
1487	shank	1
1488	paul	1
1489	next	1
1490	manhatten	1
1491	descriptions	1
1492	hope	1
1493	pays	1
1494	details	1
1495	father	1
1496	flank	1
1497	swordfish	1
1498	thats	1
1499	redeeming	1
1500	factor	1
1501	deficiencies	1
1502	teodora	1
1503	desired	1
1504	ignored	1
1505	greeted	1
1506	cordial	1
1507	predictably	1
1508	passes	1
1509	settle	1
1510	option	1
1511	kimchee	1
1512	random	1
1513	accompanied	1
1514	slimy	1
1515	maitre-d	1
1516	unwelcoming	1
1517	speechless	1
1518	kicks	1
1519	ass	1
1520	immature	1
1521	didnt	1
1522	specific	1
1523	slowwwww	1
1524	waitresses	1
1525	flirting	1
1526	men	1
1527	werent	1
1528	vow	1
1529	stick	1
1530	ridiculous	1
1531	greek	1
1532	cypriot	1
1533	paying	1
1534	quater	1
1535	ultra	1
1536	sudden	1
1537	crave	1
1538	im	1
1539	necessarily	1
1540	fanatical	1
1541	pirces	1
1542	glad	1
1543	watery	1
1544	snacks	1
1545	chat	1
1546	aweful	1
1547	pure	1
1548	disaster	1
1549	lox	1
1550	basil	1
1551	commented	1
1552	budget	1
1553	roasted	1
1554	fat	1
1555	melt-in-your-mouth	1
1556	frizzy	1
1557	retro	1
1558	winged/	1
1559	dame	1
1560	edna	1
1561	glasses	1
1562	yell	1
1563	evaluated	1
1564	pastis	1
1565	pot	1
1566	cheeseburger	1
1567	delictable	1
1568	wan	1
1569	workers	1
1570	load	1
1571	messy	1
1572	change	1
1573	mojito	1
1574	designed	1
1575	dreamy	1
1576	egyptian	1
1577	sceney	1
1578	varys	1
1579	day-	1
1580	based	1
1581	ghetto	1
1582	funny	1
1583	penang	1
1584	confit	1
1585	foie	1
1586	gras	1
1587	terrine	1
1588	figs	1
1589	faan	1
1590	favourite	1
1591	positives	1
1592	book	1
1593	organza	1
1594	tent	1
1595	cater	1
1596	allergies	1
1597	wasabe	1
1598	lets	1
1599	old-fashioned	1
1600	8.00	1
1601	blond	1
1602	soothing	1
1603	premium	1
1604	trendy	1
1605	cheaply-priced	1
1606	manhattanite	1
1607	..very	1
1608	soho/village/upper	1
1609	west	1
1610	minus	1
1611	pretentious	1
1612	clientele	1
1613	..all	1
1614	roosevelt	1
1615	suppose	1
1616	force	1
1617	touched	1
1618	mushrooms	1
1619	complimented	1
1620	successfully	1
1621	easing	1
1622	hike	1
1623	bibimbap	1
1624	sizzling	1
1625	setting/atmosphere	1
1626	icing	1
1627	resembled	1
1628	self	1
1629	complain	1
1630	high-end	1
1631	joined	1
1632	redone	1
1633	divine	1
1634	lie	1
1635	breast	1
1636	fire	1
1637	ads	1
1638	heat	1
1639	shorter	1
1640	cheesesticks	1
1641	deff	1
1642	signs	1
1643	menus	1
1644	unpretensious	1
1645	warning	1
1646	tired	1
1647	off-	1
1648	character	1
1649	it..very	1
1650	fortunate	1
1651	specify	1
1652	spicy-	1
1653	bed	1
1654	lollipop	1
1655	agree	1
1656	espeically	1
1657	chilli	1
1658	33	1
1659	trained	1
1660	nevertheless	1
1661	story	1
1662	old	1
1663	donut	1
1664	deep	1
1665	dough	1
1666	call	1
1667	ow	1
1668	ley	1
1669	soh	1
1670	amid	1
1671	chic	1
1672	set	1
1673	unprofessional	1
1674	current	1
1675	one-hour	1
1676	drive	1
1677	downside	1
1678	blew	1
1679	uppereast	1
1680	refused	1
1681	followed	1
1682	shortly	1
1683	told	1
1684	travel	1
1685	display	1
1686	behavior	1
1687	frontman	1
1688	happening	1
1689	non-intrusive	1
1690	weekends	1
1691	stir-fried	1
1692	squid	1
1693	concept	1
1694	newly	1
1695	created	1
1696	unpretentious	1
1697	slope	1
1698	effective	1
1699	unassuming	1
1700	ave	1
1701	store	1
1702	hospitable	1
1703	royalty	1
1704	al	1
1705	di	1
1706	dumpling	1
1707	trendi	1
1708	forgotten	1
1709	important	1
1710	adds	1
1711	exotic	1
1712	presented	1
1713	satisfied	1
1714	brother	1
1715	seemingly	1
1716	drenched	1
1717	grapfruit	1
1718	lonk	1
1719	dined	1
1720	guacamole+shrimp	1
1721	frites	1
1722	neither	1
1723	cared	1
1724	mad	1
1725	delivered	1
1726	melted	1
1727	consequently	1
1728	apart	1
1729	did'nt	1
1730	earlier	1
1731	values	1
1732	sharing	1
1733	raucous	1
1734	gig	1
1735	alternative	1
1736	thier	1
1737	pumkin	1
1738	tortelini	1
1739	judging	1
1740	posts	1
1741	vittorio	1
1742	not-so-little	1
1743	consistent	1
1744	not-so-frequent	1
1745	visitor	1
1746	kimchi	1
1747	halibut	1
1748	top-notch	1
1749	millennium	1
1750	beyond	1
1751	unbelievable	1
1752	sesame	1
1753	mousse	1
1754	extraordinary	1
1755	matcha	1
1756	powdered	1
1757	blueberry	1
1758	santa	1
1759	fe	1
1760	chopped	1
1761	haru	1
1762	worried	1
1763	trouble	1
1764	managed	1
1765	99	1
1766	exceptions	1
1767	occasional	1
1768	too-authentic-for-me	1
1769	puree	1
1770	nakgi-bokum	1
1771	offered	1
1772	sardines	1
1773	biscuits	1
1774	pistachio	1
1775	ice	1
1776	mazing	1
1777	chew	1
1778	acidity	1
1779	heightens	1
1780	components	1
